|    08:09:00|    50|      279|
|    08:09:00|    50|      279|
|    08:11:00|    50|      450|
|    08:11:00|    50|      450|
|    08:12:00|    50|      450|
|    08:12:00|    50|      450|
|    08:13:00|    50|      750|
|    08:13:00|    50|      750|
|    08:14:00|    72|      750|
|    08:14:00|    72|      750|
|    08:15:00|    72|      750|
|    08:15:00|    72|      750|
|    08:16:00|    72|      900|
|    08:16:00|    72|      900|
|    09:09:00|    50|      279|
|    09:09:00|    50|      279|
|    09:11:00|    50|      450|
|    09:11:00|    50|      450|
|    09:12:00|    50|      450|
|    09:12:00|    50|      450|
|    09:13:00|    50|      750|
|    09:13:00|    50|      750|
|    09:14:00|    72|      750|
|    09:14:00|    72|      750|
|    09:15:00|    72|      750|
|    09:15:00|    72|      750|
|    09:16:00|    72|      900|
|    09:16:00|    72|      900|
|    10:09:00|    50|      279|
|    10:09:00|    50|      279|
|    10:11:00|    50|      450|
|    10:11:00|    50|      450|
|    10:12:00|    50|      450|
|    10:12:00|    50|      450|
|    10:13:00|    50|      750|
|    10:13:00|    50|      750|
|    10:14:00|    72|      750|
|    10:14:00|    72|      750|
|    10:15:00|    72|      750|
|    10:15:00|    72|      750|
|    10:16:00|    72|      900|
|    10:16:00|    72|      900|
|    11:09:00|    50|      279|
|    11:11:00|    50|      450|
|    11:12:00|    50|      450|
|    11:13:00|    50|      750|
|    11:14:00|    72|      750|
|    11:15:00|    72|      750|
|    11:16:00|    72|      900|
